agency_name,complaint_type,descriptor,location_type,incident_zip,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,resolution_description,community_board,bbl,borough,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,progress_duration,created_year,resolution_action_updated_year
Economic Development Corporation,Noise - Helicopter,Other,Above Address,10023,WEST   73 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   73 STREET,,In Progress,,07 MANHATTAN,10023,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10461,ELLISON AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10 BRONX,10461,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10461,LASALLE AVENUE,EDISON AVENUE,GILLESPIE AVENUE,EDISON AVENUE,GILLESPIE AVENUE,ADDRESS,BRONX,LA SALLE AVENUE,,In Progress,,10 BRONX,10461,BRONX,PHONE,,BRONX,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11103,43 STREET,,,,,ADDRESS,ASTORIA,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 QUEENS,11103,QUEENS,MOBILE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11434,MATHEWSON COURT,,,,,ADDRESS,JAMAICA,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 QUEENS,11434,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,PRESIDENT STREET,,,,,ADDRESS,BROOKLYN,,,Open,,09 BROOKLYN,11225,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 BROOKLYN,11225,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10 MANHATTAN,10027,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Economic Development Corporation,Noise - Helicopter,Other,Above Address,10023,WEST   75 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,,In Progress,,07 MANHATTAN,10023,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10028,EAST   86 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,In Progress,,08 MANHATTAN,10028,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11249,BERRY STREET,GRAND ST,S 1 ST,,,ADDRESS,BROOKLYN,,,Open,,01 BROOKLYN,11249,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11238,LINCOLN PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,LINCOLN PLACE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,08 BROOKLYN,11238,BROOKLYN,MOBILE,,BROOKLYN,Car,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,EAST   17 STREET,AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,ADDRESS,BROOKLYN,EAST   17 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,15 BROOKLYN,11229,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Economic Development Corporation,Noise - Helicopter,Other,Above Address,10023,WEST   74 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   74 STREET,,In Progress,,07 MANHATTAN,10023,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,ST NICHOLAS AVENUE,WEST  185 STREET,WEST  186 STREET,WEST  185 STREET,WEST  186 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 MANHATTAN,10033,MANHATTAN,ONLINE,,MANHATTAN,Car,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,BAILEY PLACE,,BEND,,BEND,ADDRESS,BRONX,BAILEY PLACE,,In Progress,,08 BRONX,10463,BRONX,MOBILE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11101,45 AVENUE,,,,,ADDRESS,LONG ISLAND CITY,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02 QUEENS,11101,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Sanitation,Graffiti,Graffiti,,10462,MORRIS PARK AVENUE,,,,,ADDRESS,BRONX,,,Open,The graffiti on this property has been scheduled to be removed by the City.,11 BRONX,10462,BRONX,,,BRONX,,,,,,,,Less than a day,2024,2024
Economic Development Corporation,Noise - Helicopter,Other,Above Address,10023,WEST   73 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   73 STREET,,In Progress,,07 MANHATTAN,10023,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11385,MYRTLE AVENUE,CATALPA AVENUE,HANCOCK STREET,CATALPA AVENUE,HANCOCK STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,05 QUEENS,11385,QUEENS,MOBILE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10028,EAST   86 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,In Progress,,08 MANHATTAN,10028,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10029,1 AVENUE,EAST  114 STREET,EAST  115 STREET,EAST  114 STREET,EAST  115 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11 MANHATTAN,10029,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10467,CARPENTER AVENUE,,,,,ADDRESS,BRONX,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,12 BRONX,10467,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11204,71 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,71 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11 BROOKLYN,11204,BROOKLYN,MOBILE,,BROOKLYN,Car,,,,,,,Less than a day,2024,2024
Department of Sanitation,Graffiti,Graffiti,,10462,AMETHYST STREET,,,,,ADDRESS,BRONX,,,Open,The graffiti on this property has been scheduled to be removed by the City.,11 BRONX,10462,BRONX,,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,AVENUE OF THE AMERICAS,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02 MANHATTAN,10014,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11106,32 STREET,,,,,ADDRESS,ASTORIA,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 QUEENS,11106,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019,SEVENTH AVENUE,WEST   53 STREET,WEST   54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,05 MANHATTAN,10019,MANHATTAN,MOBILE,,MANHATTAN,Car,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10454,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10012,BROADWAY,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 MANHATTAN,10012,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,REV JAMES POLITE AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 BRONX,10459,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  186 STREET,ST NICHOLAS AVENUE,WEST  186 STREET,INTERSECTION,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 MANHATTAN,10033,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10019,WEST   56 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,04 MANHATTAN,10019,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11368,VAN CLEEF STREET,,,,,ADDRESS,CORONA,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,04 QUEENS,11368,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026,CENTRAL PARK NORTH,,,,,ADDRESS,NEW YORK,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10 MANHATTAN,10026,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10034,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,,In Progress,,12 MANHATTAN,10034,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,WEST  186 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  186 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 MANHATTAN,10033,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 MANHATTAN,10031,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10028,EAST   86 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,In Progress,,08 MANHATTAN,10028,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026,MORNINGSIDE AVENUE,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10 MANHATTAN,10026,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,YORK STREET,GOLD STREET,NAVY STREET,GOLD STREET,NAVY STREET,ADDRESS,BROOKLYN,YORK STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02 BROOKLYN,11201,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,ADEE AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,ADEE AVENUE,,In Progress,,12 BRONX,10467,BRONX,ONLINE,,BRONX,,,,,,,,Ongoing,2024,
Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11238,CLASSON AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,,In Progress,,02 BROOKLYN,11238,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10028,EAST   83 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,,Open,,08 MANHATTAN,10028,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10466,EAST  228 STREET,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 BRONX,10466,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10466,EAST  228 STREET,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 BRONX,10466,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10466,EAST  228 STREET,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 BRONX,10466,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11218,CONEY ISLAND AVENUE,CATON PLACE,KERMIT PLACE,CATON PLACE,KERMIT PLACE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,07 BROOKLYN,11218,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Sanitation,Graffiti,Graffiti,Comercial,10462,AMETHYST STREET,,,,,ADDRESS,BRONX,,,Open,The graffiti on this property has been scheduled to be removed by the City.,11 BRONX,10462,BRONX,,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,SULLIVAN PLACE,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 BROOKLYN,11225,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,,Closed,The Police Department reviewed your complaint and provided additional information below.,05 BROOKLYN,11239,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10470,EAST  237 STREET,NAPIER AVENUE,ONEIDA AVENUE,NAPIER AVENUE,ONEIDA AVENUE,ADDRESS,BRONX,EAST  237 STREET,,In Progress,,12 BRONX,10470,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10028,EAST   86 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,In Progress,,08 MANHATTAN,10028,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Ongoing,2024,
